name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Private Room in a Quiet Neighborhood,Oud-Noord,52.390809999999995,4.92705,Private room,68,2,1,0.07,1,0
Design Rooftop Loft near Vondelpark,De Baarsjes - Oud-West,52.36204,4.86445,Entire home/apt,250,2,7,0.5,1,46
Mister A: nice 4p apartment on the best location!,De Pijp - Rivierenbuurt,52.35457,4.88866,Entire home/apt,250,3,11,0.9,1,66
Lovely & light apartment with a great view!,Buitenveldert - Zuidas,52.343720000000005,4.86881,Entire home/apt,130,4,2,0.18,1,0
Spacious family house/business traveler location,Zuid,52.345659999999995,4.8718900000000005,Entire home/apt,300,3,6,0.49,1,0
Spacious Canal House Loft | City center,Centrum-West,52.372209999999995,4.878019999999999,Private room,170,2,85,5.94,2,333
Luxurious Canal House studio | City center,Centrum-West,52.371990000000004,4.8781300000000005,Entire home/apt,165,2,79,5.52,2,360
Westerpark B&BIY apartment in former bakery,Westerpark,52.38276,4.87226,Entire home/apt,100,3,23,1.7,1,36
Nice room in Amsterdam,De Aker - Nieuw Sloten,52.347770000000004,4.8070699999999995,Private room,190,2,0,,4,108
Big and nice apartment with the best SERVICE EVER!,Buitenveldert - Zuidas,52.3267,4.875290000000001,Entire home/apt,89,1,0,,1,90
The Harlemstreet city suite with private balcony!,Centrum-West,52.37976,4.8922,Entire home/apt,109,2,15,2.32,2,189
"Light, cosy and modern apartment in the Pijp area",De Pijp - Rivierenbuurt,52.35367,4.89998,Entire home/apt,180,2,2,0.15,1,35
Beautiful Bright Loft | Close 2 City Center,Zuid,52.34967,4.8711199999999995,Private room,125,2,80,5.62,1,355
Luxury Townhouse in the Heart of Amsterdam,Centrum-West,52.37516,4.889469999999999,Entire home/apt,400,2,21,2.0,1,38
Modern & comfortable house in hip neighbourhood!,De Baarsjes - Oud-West,52.365629999999996,4.85865,Entire home/apt,290,1,9,0.69,1,0
Loft in the centre of trendy Amsterdam East,Oostelijk Havengebied - Indische Buurt,52.362390000000005,4.93445,Entire home/apt,135,7,10,0.71,1,10
"Apt w/ balcony in Amsterdam, fav nbhd f locals",De Baarsjes - Oud-West,52.37337,4.85769,Entire home/apt,100,1,6,0.63,1,0
privékamer dichtbij centraal station/ centrum,Centrum-West,52.37567,4.89343,Private room,89,4,23,1.63,1,16
Great place for a family,Bos en Lommer,52.37493,4.83956,Entire home/apt,175,2,5,0.46,1,8
Wittenberg One Bedroom Apartment,Centrum-Oost,52.36403,4.91069,Entire home/apt,200,1,1,0.13,15,365
Wittenberg Studio Apartment,Centrum-Oost,52.36481,4.9108,Entire home/apt,180,1,3,1.13,15,364
Wittenberg One Bedroom Twin Apartment,Centrum-Oost,52.36443,4.91034,Entire home/apt,200,1,0,,15,107
Big house in a cool neighbourhood  with garden,De Baarsjes - Oud-West,52.37108,4.8495,Entire home/apt,180,2,5,0.41,1,0
Wittenberg One Bedroom Mezzanine Apartment,Centrum-Oost,52.36424,4.91103,Entire home/apt,210,1,0,,15,365
One Bedroom Superior Apartment,Centrum-Oost,52.364,4.90946,Entire home/apt,250,1,0,,15,365
Wittenberg One Bedroom Mezzanine Apartment,Centrum-Oost,52.36424,4.91052,Entire home/apt,220,1,0,,15,355
Wittenberg Accessible One Bedroom Apartment,Centrum-Oost,52.36573,4.909619999999999,Entire home/apt,200,1,1,1.0,15,363
Wittenberg Two Bedroom Apartment,Centrum-Oost,52.36608,4.90921,Entire home/apt,350,1,0,,15,365
Wittenberg Two Bedroom Mezzanine Apartment,Centrum-Oost,52.36572,4.90899,Entire home/apt,400,1,1,0.59,15,363
Wittenberg Two Bedroom Superior Apartment,Centrum-Oost,52.365840000000006,4.91099,Entire home/apt,450,1,0,,15,365
Wittenberg Two Bedroom Mezzanine Twin Apartment,Centrum-Oost,52.36528,4.90928,Entire home/apt,400,1,0,,15,283
Wittenberg Two Bedroom Superior Twin Apartment,Centrum-Oost,52.36446,4.90955,Entire home/apt,450,1,0,,15,357
Wittenberg Three Bedroom Apartment,Centrum-Oost,52.36459,4.9092400000000005,Entire home/apt,500,1,0,,15,236
Two Bedroom House,Centrum-Oost,52.36608,4.90944,Entire home/apt,500,1,1,0.09,15,358
Wittenberg Two Bedroom Duplex Apartment,Centrum-Oost,52.36611,4.90977,Entire home/apt,450,1,0,,15,365
"Cozy apartment Old-West, 5 min walk to city centre",De Baarsjes - Oud-West,52.36626,4.874619999999999,Entire home/apt,100,4,3,0.6,2,0
Modern bedroom with balcony with view over garden,Westerpark,52.375890000000005,4.87416,Private room,80,3,64,4.5,2,74
Spacious top floor apartment with roof terrace,Centrum-Oost,52.36333,4.88664,Entire home/apt,225,5,5,0.38,1,88
Quiet bedroom around the corner of the Center,Westerpark,52.376329999999996,4.8749,Private room,80,3,63,4.43,2,70
Roorda Residence B&B (2p),Centrum-West,52.37141,4.8862,Private room,69,1,20,1.47,1,0
"New private room, close to centre of Amsterdam",Westerpark,52.394259999999996,4.87896,Private room,70,2,15,1.15,1,75
Cozy apartment for 2 in Amsterdam South,De Pijp - Rivierenbuurt,52.34018,4.9048,Entire home/apt,85,2,12,0.84,1,4
Cosy city center apartment,Centrum-Oost,52.35949,4.8932400000000005,Entire home/apt,175,2,10,0.92,1,0
Clean and bright master bedroom in quiet area,Osdorp,52.358259999999994,4.78294,Private room,55,3,2,0.15,1,0
2BR  Apartment Green Oasis 15min from AMS Centre,Noord-Oost,52.39692,4.93023,Entire home/apt,190,2,7,0.58,1,57
Light Top Floor Apartment with Roof Terrace,De Pijp - Rivierenbuurt,52.35279,4.90062,Entire home/apt,100,5,5,0.36,1,0
Lovely 2BD apartment near Rembrandtpark,De Baarsjes - Oud-West,52.36657,4.85243,Entire home/apt,150,2,3,0.25,1,0
COZY complete apartment between Center and Oost,Oud-Oost,52.35587,4.90935,Entire home/apt,195,2,11,0.8,1,3
Spacious and modern house in Amsterdam,IJburg - Zeeburgereiland,52.361909999999995,4.975630000000001,Entire home/apt,345,2,6,0.61,1,0
Luxe beneden appartement met tuin,Bos en Lommer,52.3819,4.85651,Entire home/apt,190,2,3,0.35,1,2
Nice family house in Amsterdam Noord,Noord-West,52.40191,4.91865,Entire home/apt,250,3,2,0.15,1,173
Prinsengracht (city centre) canal house boat,Centrum-Oost,52.3625,4.8971800000000005,Entire home/apt,200,1,17,1.19,1,13
Spacious room in a bright and big apartment,Zuid,52.35051,4.84857,Private room,140,1,10,1.05,1,0
Very light apartment incl garden | Near Vondelpark,Zuid,52.353159999999995,4.84836,Entire home/apt,199,2,17,1.29,1,5
"Photographers House Clean, Crisp and Comfortable!",Oud-Oost,52.35798,4.93546,Private room,80,1,36,2.92,2,105
"Sparkling, stylish home in middle of City Center!",Centrum-West,52.37665,4.89196,Entire home/apt,149,2,15,1.11,1,101
"Lovely, comfortable, big apartment + parking",Osdorp,52.35155,4.80357,Entire home/apt,115,3,0,,2,0
Bright Mermaid Sanctuary,Noord-West,52.406220000000005,4.91064,Private room,133,2,3,0.21,1,12
Luxe studio - family suite for max. 4 persons,Noord-Oost,52.39624,4.9244,Private room,200,2,31,2.27,1,296
"Lovely spacious apartment, great for couples!",De Pijp - Rivierenbuurt,52.34453,4.89689,Entire home/apt,200,2,9,0.67,1,0
Amsterdam centre share house,IJburg - Zeeburgereiland,52.35972,4.99336,Private room,100,2,2,0.15,1,204
Jan Eef,De Baarsjes - Oud-West,52.36973,4.854419999999999,Entire home/apt,160,3,3,0.21,1,0
Apartment at Canal: Amsterdam Centrum Weesperplein,Centrum-Oost,52.36415,4.9097800000000005,Entire home/apt,80,4,2,0.15,2,0
ROMANTIC getaway in vibrant EAST Amsterdam,Oostelijk Havengebied - Indische Buurt,52.36058,4.93876,Entire home/apt,130,2,6,0.49,39,8
Very cozy and spacy family house in Amsterdam-East,Watergraafsmeer,52.3545,4.93309,Entire home/apt,250,4,1,0.12,1,0
#NORD ROOM,Centrum-Oost,52.36031,4.8959,Private room,185,1,0,,2,139
#SUD ROOM,Centrum-Oost,52.36029,4.89422,Private room,200,1,0,,2,165
Lovely clean apartment in Amsterdam centre!,Westerpark,52.37529,4.8726,Entire home/apt,210,2,6,0.48,1,3
Apartment nearby Vondelpark centre of Amsterdam,De Baarsjes - Oud-West,52.35909,4.86193,Entire home/apt,250,4,6,0.45,1,106
"Luxurious studio apartment 26 m2, 4 m high ceiling",De Aker - Nieuw Sloten,52.34125,4.80063,Entire home/apt,90,1,81,5.79,2,314
Luxurious 3 bedroom familyhouse in Amsterdam,Slotervaart,52.34984,4.83953,Entire home/apt,199,3,4,0.31,2,0
Houseboat Apartment  Amsterdam city centre harbor,Centrum-Oost,52.37338,4.907109999999999,Entire home/apt,230,3,36,2.65,2,298
Super cozy city center canal apartment!,Centrum-West,52.371629999999996,4.8782,Entire home/apt,250,2,10,0.75,1,39
Light and spacious apartment on beautiful canal,De Baarsjes - Oud-West,52.371320000000004,4.8564300000000005,Entire home/apt,175,3,10,0.8,1,1
Spacious apartment next to the water in Amsterdam,Bijlmer-Centrum,52.317809999999994,4.95248,Entire home/apt,130,3,4,0.5,2,0
Private 2-bedroom apartment close to center,Zuid,52.34921,4.84858,Private room,150,3,8,0.64,1,365
Cosy houseboat studio in the old city center,Centrum-Oost,52.3743,4.90632,Private room,150,2,2,0.17,2,330
"Cozy, spacious and comfortabel appartement",Bos en Lommer,52.37877,4.85652,Entire home/apt,144,3,3,0.21,1,0
Bright and Comfy apartment in Amsterdam East,Oud-Oost,52.35555,4.91805,Entire home/apt,170,2,4,0.28,1,0
Amsterdam Beach,IJburg - Zeeburgereiland,52.35888,4.99748,Entire home/apt,275,4,1,0.08,1,0
Stylish apartment in the hart of Amsterdam,Westerpark,52.38259,4.87822,Entire home/apt,220,2,8,0.58,1,0
Great apartment with terrace close to Vondelpark,De Baarsjes - Oud-West,52.35909,4.85222,Entire home/apt,199,2,6,0.47,1,0
Cozy apartment with vide in Amsterdam centre,Centrum-Oost,52.36213,4.90729,Entire home/apt,90,4,5,0.48,1,0
NEW: Spectacular rooftop apartment with jacuzzi,Centrum-West,52.38045,4.88214,Entire home/apt,315,3,7,0.52,1,0
City Centre of Amsterdam,Centrum-Oost,52.360040000000005,4.9017800000000005,Entire home/apt,350,3,1,0.1,1,179
Child friendly place in De Baarjes,De Baarsjes - Oud-West,52.367979999999996,4.85696,Entire home/apt,200,2,6,0.45,1,0
Charming apartment near the city centre,Zuid,52.34564,4.86137,Entire home/apt,100,2,12,0.89,2,0
Spacious 2 BR apt. | large terrace | free parking,Oud-Noord,52.40055,4.906219999999999,Entire home/apt,250,2,5,0.54,1,21
House for a family in Amsterdam,Gaasperdam - Driemond,52.30068,4.99524,Entire home/apt,150,4,2,0.17,1,134
Sleep in a Hub!,De Baarsjes - Oud-West,52.36612,4.868130000000001,Hotel room,1000,1,298,22.13,1,256
Old Pijp Studio,De Pijp - Rivierenbuurt,52.35353,4.897819999999999,Entire home/apt,130,2,23,1.69,2,157
New Pijp Studio,De Pijp - Rivierenbuurt,52.352059999999994,4.8979,Entire home/apt,160,3,12,1.04,2,148
Beautiful 2-bedroom apartment right in the center,De Baarsjes - Oud-West,52.36503,4.8755,Entire home/apt,240,3,8,0.59,1,73
Lovely room in a lovely house,Watergraafsmeer,52.34179,4.9539,Private room,25,1,32,2.3,1,0
Beautiful Newly Renovated Apartment Canal View,Oud-Oost,52.34956,4.91488,Entire home/apt,110,3,6,0.44,1,4
1-Bedroom Apt in popular Jordaan District (2pax),Centrum-West,52.37331,4.88093,Hotel room,146,1,0,,3,311
1-Bedroom Apt in popular Jordaan District (4pax),Centrum-West,52.37317,4.88042,Hotel room,177,1,0,,3,354
2-Bedroom Apt in  Leidse Square (min. 7+ nights),Centrum-Oost,52.36381,4.88554,Hotel room,265,1,5,0.41,1,364
Beautiful apartment next to Albert Cuyp market.,De Pijp - Rivierenbuurt,52.35532,4.88697,Entire home/apt,195,3,5,0.41,1,0
Amazing Central Apartment,De Baarsjes - Oud-West,52.364709999999995,4.87266,Entire home/apt,175,3,8,0.61,2,0
Cosy apartment near Amsterdam's city centre,Bos en Lommer,52.38347,4.85029,Entire home/apt,165,2,2,0.15,1,0
Your Romantic Amsterdam City House,Centrum-Oost,52.36975,4.9005,Entire home/apt,150,3,5,0.38,1,0
Apartment in trendy neighbourhood,Oostelijk Havengebied - Indische Buurt,52.36332,4.93848,Entire home/apt,150,3,1,0.08,1,0
Stylish and Cosy. Private bathtub. Lake view.,IJburg - Zeeburgereiland,52.35327,5.00811,Private room,65,3,18,1.47,2,0
NICE MODERN APARTMENT IN A GREAT NEIGHBORHOOD!,De Baarsjes - Oud-West,52.36878,4.85914,Private room,99,2,17,1.31,3,43
Renovated Apartment with Beautiful View on Park,De Baarsjes - Oud-West,52.371759999999995,4.86923,Entire home/apt,120,3,4,0.33,1,49
"Great bedroom in modern apartment,De Pijp,near RAI",De Pijp - Rivierenbuurt,52.350229999999996,4.89229,Private room,62,1,91,6.84,2,91
SWEETS hotel Meeuwenpleinbrug,Oud-Noord,52.389759999999995,4.91841,Hotel room,200,1,17,1.35,19,334
Luxurious apt canal view with spacious roof terace,Centrum-West,52.37555,4.89077,Entire home/apt,550,2,9,0.66,1,0
"Beautiful, cozy, central apartment with garden",De Baarsjes - Oud-West,52.3628,4.85778,Entire home/apt,180,1,1,0.07,2,0
"Bright, laid back (family) home with sunny garden",Slotervaart,52.36119,4.82519,Entire home/apt,89,4,0,,1,16
Cool & bright appartment in popular de Pijp area,De Pijp - Rivierenbuurt,52.35607,4.89783,Entire home/apt,198,3,5,0.47,1,0
Holiday Home,Noord-West,52.40455,4.90819,Private room,80,1,47,3.43,1,0
Cozy design apartment | city centre,Centrum-Oost,52.37147,4.90926,Entire home/apt,250,2,0,,1,0
"Amazing, completly renovated home in the Pijp",De Pijp - Rivierenbuurt,52.35564,4.8951400000000005,Entire home/apt,200,5,0,,1,0
Cosy and modern studio at the Amstel,Oud-Oost,52.353320000000004,4.91133,Entire home/apt,120,2,6,0.48,1,7
"Lovely, authentic and clean apartment.",De Pijp - Rivierenbuurt,52.35284,4.9030000000000005,Entire home/apt,180,3,6,0.48,1,0
Spacious & Sunny 2 Bdrm Apt in Trendy East,Oostelijk Havengebied - Indische Buurt,52.36334,4.937469999999999,Entire home/apt,200,3,3,0.23,1,0
Bright & modern apartment with canal view,De Baarsjes - Oud-West,52.36421,4.8670800000000005,Entire home/apt,120,4,3,0.24,1,0
Amstel Studio,Watergraafsmeer,52.339729999999996,4.91972,Entire home/apt,64,2,8,0.58,1,0
One bedroom parkview apartment in the city centre,Westerpark,52.38499,4.87855,Entire home/apt,145,3,3,0.22,1,0
"Sunny, 3-bedroom near RAI, 10 mins from centre",De Pijp - Rivierenbuurt,52.34277,4.9097,Entire home/apt,150,4,7,0.51,1,5
1 Bed in 14 Bedded Mixed Dorm Shared Facilities,Oud-Noord,52.385090000000005,4.90266,Hotel room,20,1,25,2.08,12,344
1 Bed in 10 Bedded Mixed Dorm Shared Facilities,Oud-Noord,52.38375,4.90303,Hotel room,20,1,41,3.64,12,360
1 Bed in 6 Bedded Mixed Dorm En-suite,Oud-Noord,52.38446,4.9040099999999995,Hotel room,20,1,17,1.52,12,360
1 Bed in 8 Bedded Mixed Dorm Shared Facilities,Oud-Noord,52.385090000000005,4.90411,Hotel room,20,1,9,0.8,12,360
1 Bed in 8 Bedded Mixed Dorm En-suite,Oud-Noord,52.384640000000005,4.90335,Hotel room,20,1,9,0.77,12,362
1 Bed in 10 Bedded Girls Dorm En-suite,Oud-Noord,52.38348,4.90315,Hotel room,20,1,13,1.13,12,361
1 Bed in 4 Bedded Mixed Dorm En-suite,Oud-Noord,52.38322,4.902830000000001,Hotel room,20,1,145,12.57,12,362
Single Private Room En-suite,Oud-Noord,52.38499,4.90297,Hotel room,200,1,7,0.65,12,345
Twin Private Room En-suite,Oud-Noord,52.38483,4.90345,Hotel room,300,1,1,0.18,12,362
Quadruple Private Room En-suite,Oud-Noord,52.38458,4.90342,Hotel room,300,1,15,1.36,12,360
Double Private Room En-Suite,Oud-Noord,52.384440000000005,4.90335,Hotel room,300,1,24,2.15,12,362
1 Bed in 4 Bedded Girls Dorm En-suite,Oud-Noord,52.38365,4.90297,Hotel room,20,1,23,1.95,12,345
Cozy centre Studio with terrace smoker friendly,Centrum-Oost,52.36574,4.90026,Entire home/apt,155,2,22,1.61,1,37
Appartment Amsterdam-East,IJburg - Zeeburgereiland,52.37234,4.9692,Entire home/apt,180,5,0,,1,0
Amsterdam Central,Centrum-West,52.37917,4.89339,Private room,63,1,43,3.37,1,0
Wonderful apartment with great rooftop @Javastraat,Oostelijk Havengebied - Indische Buurt,52.362559999999995,4.93309,Entire home/apt,110,2,17,1.32,1,2
Bright and modern apartment in Amsterdam,Oostelijk Havengebied - Indische Buurt,52.3618,4.94308,Entire home/apt,120,3,9,0.67,1,0
Studio in quiet Area close to Jordaan / Westerpark,Westerpark,52.38051,4.876,Entire home/apt,160,2,10,0.78,1,141
Caravan Camping Amsterdam BnB,Oostelijk Havengebied - Indische Buurt,52.36553,4.9528300000000005,Entire home/apt,50,5,9,0.69,1,160
BREATHTAKING CANAL HOUSE IN HISTORICAL LABORATORY,Centrum-Oost,52.36531,4.90881,Entire home/apt,700,2,2,0.23,2,342
Big & Modern Apartment in the Hipster West area,De Baarsjes - Oud-West,52.36335,4.86711,Entire home/apt,190,1,3,0.26,2,0
Spacious and New Apartment Nearby City Center,De Baarsjes - Oud-West,52.36365,4.86761,Entire home/apt,180,2,4,0.3,1,0
"Newly renovated cozy rooms near center, P+R",Oud-Noord,52.38792,4.92197,Private room,165,3,8,0.6,1,180
Double room in Amsterdam centre,Zuid,52.35905,4.877330000000001,Entire home/apt,34,1,0,,1,0
Beautiful bright apartment @citycentre & Jordaan!,Centrum-West,52.38058,4.88151,Entire home/apt,140,3,8,0.68,1,0
** Stylish and bright place in Amsterdam **,De Baarsjes - Oud-West,52.37093,4.8520900000000005,Entire home/apt,80,1,3,0.22,2,0
Luxury  spacious design apartment in city centre,De Pijp - Rivierenbuurt,52.35372,4.903519999999999,Entire home/apt,175,3,3,0.29,1,1
Modern City Apartment,De Baarsjes - Oud-West,52.36871,4.87248,Private room,86,1,32,2.57,1,337
Original Amsterdam Home near Jordaan and De Hallen,Bos en Lommer,52.375659999999996,4.86078,Entire home/apt,110,2,6,0.45,2,0
Eastern Docklands Studio,Oostelijk Havengebied - Indische Buurt,52.370870000000004,4.94085,Private room,75,2,51,3.82,1,73
2BR Family House in Hip Amsterdam Noord,Oud-Noord,52.39413,4.90532,Entire home/apt,149,2,6,0.49,1,39
"Central clean modern light apt, 5 min Vondelpark",De Baarsjes - Oud-West,52.36111,4.8652,Entire home/apt,135,3,9,1.13,1,13
Great apartment in City Center Amsterdam,De Baarsjes - Oud-West,52.36476,4.87323,Entire home/apt,150,2,14,1.09,1,1
Cosy apartment 7 mins from Central Station,Westerpark,52.387679999999996,4.88091,Entire home/apt,200,3,6,0.46,1,0
Cozy canal view apartment in  Amsterdam!,Centrum-West,52.37545,4.87665,Entire home/apt,300,2,10,0.72,1,0
"Modern, beautiful place for 4p at Leidseplein!",Centrum-Oost,52.364290000000004,4.8842099999999995,Entire home/apt,169,7,4,0.46,11,212
Spacious 4p apt at the best location you can get!,Centrum-Oost,52.3636,4.8856,Private room,176,1,51,3.96,1,331
"Great, beautiful place for 4p at Leidseplein",Centrum-Oost,52.36412,4.88267,Entire home/apt,169,7,4,0.37,11,215
Super beautiful place for 4p in Leidseplein!,Centrum-Oost,52.36436,4.88392,Entire home/apt,169,7,2,0.27,11,202
"Amazing, beautiful place for 4p at Leidseplein!",Centrum-Oost,52.36442,4.88432,Entire home/apt,169,7,8,0.61,11,210
Room on a cosy apartment on the Oudeschans,Centrum-Oost,52.37162,4.9063,Private room,80,2,26,1.95,1,12
Spacious apartment with roof terrace in the Pijp,De Pijp - Rivierenbuurt,52.34918,4.9036,Entire home/apt,250,5,4,0.32,1,0
Calm apartment in city centre to unwind & recharge,Centrum-West,52.36889,4.88644,Entire home/apt,150,2,1,0.08,1,0
Beautifull apartment overlooking the canal.,Westerpark,52.38555,4.87884,Entire home/apt,120,2,4,0.3,1,0
Bright corner apartment with great canal/park view,Bos en Lommer,52.376509999999996,4.84839,Entire home/apt,78,4,4,0.56,1,0
Full apartment in the heart of Amsterdam De Pijp,De Pijp - Rivierenbuurt,52.35069,4.88983,Entire home/apt,170,2,15,1.13,1,16
"Modern apartment with rooftop terrace, near center",De Baarsjes - Oud-West,52.365140000000004,4.86184,Entire home/apt,120,2,8,0.64,1,0
Private room in shared luxury apartment + balcony,Bos en Lommer,52.37612,4.83789,Private room,98,2,14,1.15,2,208
Amsterdam Roomy Houseboat,Centrum-Oost,52.37336,4.90655,Entire home/apt,240,1,6,0.46,5,332
Room with canal view,Westerpark,52.37577,4.87524,Private room,120,2,43,3.12,2,76
Cosy Prinsengracht Canal view private room,Centrum-Oost,52.36123,4.89724,Private room,150,3,13,1.08,2,349
"Bedroom in modern apartment,located great!De Pijp",De Pijp - Rivierenbuurt,52.35004,4.89388,Private room,62,1,87,6.51,2,87
Large and sunny family house.,IJburg - Zeeburgereiland,52.36253,4.97626,Entire home/apt,225,2,4,0.47,1,4
High-end spacious apartment on practical location,Osdorp,52.35542,4.80371,Entire home/apt,300,2,0,,1,8
Gorgeous Sunny Loft by Vondelpark,Slotervaart,52.35067,4.83436,Entire home/apt,179,1,9,0.74,1,6
Green Paradise,Bos en Lommer,52.381840000000004,4.857130000000001,Entire home/apt,160,3,4,0.44,1,17
